Contig	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
A5-S04__k141_1972723	1.1816618	2.2200572	0.94727796	1.6939828	0.3060172	0.92206305	0.3782235
KW1-S08__k141_6257742	2.0002937	1.7603524	1.372981	4.3741555	1.5315713	1.6343613	1.7729809
KW1-S08__k141_1787831	3.3139684	3.0999572	4.117471	6.2712517	3.0781717	3.8351133	5.370782
KW1-S11__k141_5739147	1.2172701	0.48746517	0.6260446	1.167131	1.9763231	1.4561281	0.2924791
KW1-S21__k141_6495945	0.8527919	0.50862944	0.40609136	0.4182741	0.50152284	0	1.6223351
KW1-S11__k141_8289804	0	0.2325315	0	0.6563574	1.3436426	0.42038947	0.28980526
KW1-S08__k141_10728325	0	0.021026593	0	1.5442177	0	0.86270875	0.3642548
KW1-S05__k141_8360443	0.73142856	1.3371428	1.7234286	0.62857145	0.8205714	1.7714286	0.99885714
KW1-S21__k141_7656165	1.7197245	1.3159174	2.3661401	0.9736735	0.22681248	1.490887	2.0870798
A5-S04__k141_3888193	0.4516129	4.4301076	2.1075268	1.655914	1.2043011	0.75268817	2.1021504
A5-S03__k141_3432798	0.8278027	0.40807176	0.6896861	0.71748877	0.3309417	0.19551569	0.21345292
KW1-S15__k141_2873197	5.2124543	5.8525643	6.2353477	22.868132	16.174908	20.343407	15.068682
KW1-S08__k141_5008504	0.82851446	0.27916253	0.8374875	2.6111665	0.27916253	1.1864407	0.27916253
KW1-S15__k141_8057660	0.97023153	0	0.46306506	0.83572215	2.7464168	2.3814774	2.9636164
KW1-S08__k141_10352321	0.44036698	0.872579	0.53924567	2.6656473	0.76248723	1.8440367	1.675841
A5-S04__k141_4610602	1.6442885	2.4338677	1.4458917	0.55611223	0.72044086	0.8416834	0.9408818
KW1-S11__k141_3573598	0	0.44453925	0	1.1851536	1.9744028	0.859215	0.6220136
KW1-S11__k141_4257334	2.1824527	0.5413759	2.9312065	1.8135593	1.7696909	2.6350946	2.6520438
A5-S04__k141_342779	0	3.8725274	0.72307694	0.46153846	0.30769232	0.45934066	0.52747256
KW1-S05__k141_5697695	3.3966637	1.5607044	5.5987024	0.96756256	0.8081557	0.3892493	0.7265987
KW1-S08__k141_1736923	0.3286385	0.4600939	0.7568075	2.3553991	0.7887324	0.657277	0.4084507
KW1-S08__k141_4044995	7.5008535	13.084329	10.962786	13.512803	8.889724	11.553773	12.375214
KW1-S15__k141_500524	3.1008232	6.221238	3.9037843	4.6958313	3.6203704	9.594248	4.5010734
A5-S03__k141_28681	15.558782	14.350553	15.30228	20.372995	18.57125	18.105806	16.436586
KW1-S08__k141_6779104	0.7898017	0.47592068	0.95184135	3.7779038	1.5036827	2.376204	2.482153
A5-S04__k141_2453646	3.3778315	3.5937784	2.2286317	0.923286	0.5360918	0.845666	1.8314708
KW1-S15__k141_5751451	1.194046	1.590257	2.7006767	3.579161	3.205142	6.9418135	5.224628
KW1-S08__k141_9726480	13.625064	19.856506	15.045774	33.355392	26.990057	17.584948	22.238298
KW1-S11__k141_3786014	5.4011865	5.4808707	4.573576	12.913177	15.482027	11.6908655	8.800714
A5-S04__k141_4461478	0.67025644	2.14	1.176923	0.925641	1.2779487	1.2328205	1.4523077
KW1-S15__k141_7777453	0.20843092	0	0.32786885	0.8196721	0	4.3372364	0.3735363
KW1-S21__k141_5811102	4.409214	7.166938	6.5620594	7.081843	4.2352304	6.6411924	7.63252
KW1-S08__k141_4068898	0.41268498	1.6164905	1.2418605	3.794926	1.5069767	1.0655391	1.8443974
A5-S03__k141_8562458	3.9126854	0.11532125	0.90362436	1.1079078	0.2306425	1.2685338	1.8558484
A5-S04__k141_9982036	1.0485624	3.282677	1.4713699	2.1647742	2.3677216	2.0802126	2.046388
KW1-S08__k141_8940024	0.78418297	0.7641734	1.5588375	4.0381136	3.0590758	4.0919485	2.2129586
KW1-S05__k141_9509767	1.367228	1.26943	3.1962435	0.78950775	0.3568653	2.763601	1.5259067
KW1-S21__k141_9193633	1.6995792	1.0210378	1.1781206	1.8667601	1.13885	1.3217391	2.4914446
KW1-S08__k141_11168978	3.243546	6.058215	4.572092	7.2049923	4.1729927	3.773836	6.565282
KW1-S08__k141_11037370	0.8450704	1.005835	0.89839035	3.0454729	1.837827	1.8937626	1.0462776
KW1-S21__k141_4562270	2.5981696	4.9724464	4.0333414	3.1578531	4.003908	6.1137767	5.0319567
KW1-S08__k141_10182792	2.5956535	2.7906337	3.8472605	6.550046	2.506581	3.6354454	3.0860116
A5-S04__k141_5269376	2.0714285	2.497696	1.2684332	2.0115206	0.5092166	1.609447	1.4043779
KW1-S15__k141_9807548	0.40437078	0.9285714	0.20020534	2.852596	5.1306834	6.064095	2.9422119
KW1-S05__k141_6526450	12.842055	12.046644	12.662684	26.218998	15.831437	21.15747	17.246492
KW1-S11__k141_564590	0	0.87958115	1.1937172	2.8670156	4.706806	2.1267016	2.7780104
KW1-S21__k141_9101710	50.746723	78.83928	72.02316	84.79742	81.56754	89.37872	99.03161
A5-S04__k141_8008034	24.369122	51.176315	44.85198	38.34514	33.68203	45.380363	47.018925
KW1-S15__k141_8966538	1.9602672	1.5196906	1.4718707	3.8357947	3.8790436	6.3361464	4.0386777
KW1-S15__k141_3054439	0.07610559	0.10154268	0.2502571	0.3356188	0.44024682	12.884401	0.3156668
A5-S03__k141_8385878	3.127685	1.4367542	1.50358	1.7511933	1.1694511	2.479117	2.394988
KW1-S15__k141_9630586	7.099581	7.6991615	9.645702	10.312369	5.7232704	6.1834383	7.620545
KW1-S21__k141_5906064	2.7549195	0.7915921	0.5008944	2.6914132	1.2504473	2.0035777	2.0384614
A5-S04__k141_9813977	0.11363637	3.0202923	0.5681818	0.25243506	0	0.41396105	0.33116883
A5-S04__k141_3830626	2.0524313	5.1272726	3.3742073	2.8418605	3.0190275	2.8465116	3.9048626
KW1-S08__k141_882391	8.818541	13.509862	16.88067	17.807692	10.398422	18.983234	17.741617
KW1-S08__k141_7923721	2.8889096	5.665332	4.829779	7.7296767	5.642518	4.4819818	7.232703
A5-S03__k141_1802386	2.5509107	2.718957	2.4192882	1.7831125	2.08899	3.004967	1.8841059
KW1-S05__k141_7085070	1.0594594	0.7091892	3.0043244	1.1621622	1.0854053	1.8162162	3.362162
KW1-S08__k141_5211095	24.379948	22.1073	18.67898	51.1117	53.967457	47.436237	42.154793
KW1-S08__k141_3994610	1.471083	0.6645636	1.5425868	2.933754	0.5436383	1.2776026	0.44164038
KW1-S05__k141_8663321	12.848755	10.563243	14.352151	16.316639	12.975382	14.381437	14.47043
KW1-S15__k141_10047021	0.6378132	3.1890662	0.7665148	6.433941	2.90205	4.8268795	3.6241457
KW1-S08__k141_3377334	0.20941828	0.3102493	0.6703601	2.568975	1.231025	2.9944599	1.4603878
KW1-S08__k141_3827344	1.3363949	2.1262915	1.8312285	1.8117107	1.0011481	1.9632607	2.7141216
KW1-S21__k141_4195695	2.3100512	1.8051107	3.5850086	2.374787	2.0187395	3.834753	4.50017
A5-S03__k141_9006494	9.762362	11.371728	10.559918	21.81181	22.152996	21.555265	19.891506
KW1-S15__k141_7514411	0.20452885	0.28926224	0	1.084003	0.56099343	2.5661066	0.74068666
KW1-S11__k141_4568441	3.4555054	5.490196	3.230015	6.4064856	3.79638	7.9766216	4.5377073
KW1-S08__k141_8695543	3.757032	6.126455	6.4319835	6.5849905	6.8275948	4.951382	4.6286373
KW1-S21__k141_1841362	6.163484	5.8760138	11.0405445	12.558462	7.260267	13.579126	11.262621
KW1-S05__k141_6965066	1.0583153	2.4924407	2.299676	2.2985961	0.8315335	3.174946	2.5701945
A5-S03__k141_3461519	12.50278	14.86815	13.074662	8.620334	5.1683874	8.919778	9.520254
A5-S04__k141_9804625	1.7957573	3.3053775	1.4504193	2.1632955	2.2792304	1.3813517	2.00296
KW1-S21__k141_9413624	1.4410112	2.311287	2.6685393	5.1882024	2.6327887	4.236721	5.044944
KW1-S15__k141_5999752	0.70731705	0.49229783	1.2554557	1.3414634	1.5166881	3.6476252	1.8966624
KW1-S21__k141_7241352	4.172434	4.4965396	3.55767	4.366782	4.1712804	4.6182237	5.8627453
KW1-S05__k141_3201203	2.7603943	2.5362194	3.00943	2.683669	3.0604372	1.3201886	3.8559794
KW1-S05__k141_2516829	1.6352941	2.8406417	3.6941175	1.8802139	0.42780748	1.4449198	0.8181818
KW1-S05__k141_8164829	5.530869	14.719131	12.242569	8.502477	3.668445	10.090321	7.8709984
KW1-S11__k141_4154755	1.6619022	4.7674546	1.693238	3.8878505	2.549203	3.5239143	2.3650358
KW1-S08__k141_7396954	2.4914966	5.213435	5.0688777	6.0187073	1.5459183	3.9736395	4.2661567
A5-S04__k141_306238	0.85391885	2.5105214	1.5480329	1.3232692	0.87343705	1.0673985	1.557487
A5-S04__k141_1036638	5.873744	7.0569572	10.0855875	1.7994132	3.675949	2.7244244	5.84282
KW1-S11__k141_408838	3.7494562	2.497071	2.7519665	3.0152302	5.4458575	3.125021	3.68
A5-S04__k141_1444004	2.7339563	3.640187	2.4489098	1.4679128	2.1785047	3.4517133	2.547975
KW1-S11__k141_5802941	4.244184	3.2125442	3.0483902	5.7305045	6.5425277	5.3807926	5.4040575
KW1-S08__k141_4440195	8.681132	16.93019	12.145283	14.189623	7.1613207	9.276415	12.009434
A5-S04__k141_749325	2.025504	3.5231316	2.950178	2.6957295	1.1915777	3.0349941	2.1779358
KW1-S05__k141_6088425	0.21505377	0.4014337	1.2043011	0.30107528	0.30107528	0.10035843	0.8028674
KW1-S15__k141_3801574	0.4862745	0.18300654	0.36601308	0.09150327	0.6156863	3.0980392	0.8503268
KW1-S08__k141_7890503	9.161398	6.1455398	7.3371935	5.933229	3.4675014	6.7354198	7.0751176
KW1-S15__k141_6103732	9.139165	15.434062	13.116633	20.228296	21.008284	19.399603	17.902584
A5-S04__k141_2513859	0.55500495	1.1080277	0.41625372	0.55500495	0.6937562	0.17938553	0.13875124
KW1-S11__k141_2858755	1.4402834	1.2520243	1.2398785	4.426113	7.327935	6.388664	3.0303643
KW1-S21__k141_3566703	1.1783711	3.3921952	3.0381737	1.6636627	2.1625574	3.3208637	3.6900187
A5-S04__k141_1696655	1.2037252	1.2561117	0.65192086	0.47380674	0.15832363	0.82770663	1.1012806
KW1-S08__k141_4928453	1.5691634	2.7515035	1.6667578	5.680153	4.262165	1.9518863	2.5215964
A5-S03__k141_3589236	13.882299	5.803832	9.630931	6.5	5.67427	4.864507	7.5702553
KW1-S05__k141_6074632	1.089785	1.1206989	2.3459678	1.4739248	2.3806453	1.594086	1.9040322
A5-S03__k141_6509247	0.5106778	0.38997215	0.2005571	0.25998142	0.6499536	0.51996285	0.25998142
A5-S04__k141_10012532	0.297593	1.6892779	0.30634573	0	0.30634573	0.30634573	0
KW1-S15__k141_5576530	2.060773	5.158956	3.2562447	4.227113	3.753793	8.096885	4.5519757
A5-S04__k141_5654507	0.79054916	1.2062579	0.6430396	0.37420177	0.7669221	0.54022986	0.3550447
KW1-S15__k141_9342341	1.9055673	0.88372093	0.95066947	0.71740663	2.9182522	3.660324	0.31642002
KW1-S08__k141_9224043	0	0	0.47945204	4.0936074	0.7089041	1.8732877	0.5205479
KW1-S11__k141_8255795	25.219688	39.934715	26.656994	42.73342	34.78601	35.298447	34.389378
KW1-S15__k141_1593788	2.0619411	2.1035376	2.8009589	1.5130231	1.4421407	6.836983	2.5456784
A5-S04__k141_797704	3.3633633	6.848348	4.2867866	2.8668668	3.2847848	2.8008008	3.0095096
KW1-S21__k141_135981	1.3620093	2.7759814	1.232679	2.943418	1.4849885	3.580254	4.361432
KW1-S21__k141_8005104	0.32937583	0.9023067	0.96506107	1.1255088	0.7194708	1.0298507	2.3202171
A5-S04__k141_3506154	0.042056076	1.5056075	0	0.42149532	0.5719626	0.39252338	0.39719626
KW1-S15__k141_10244015	0.9956085	0.6148055	1.5194479	1.0282309	0.91844416	1.91468	0.4391468
KW1-S15__k141_9845747	0	0.09098498	0	0.3505843	0	1.072621	0
KW1-S21__k141_9729792	1.8393099	1.9309878	2.446211	3.3301759	2.9364007	4.726658	3.8186738
KW1-S08__k141_2136852	0	0.46875	0.73995537	2.2555804	1.0055803	0.9375	0.4810268
KW1-S21__k141_3413872	3.123723	1.723042	1.8694665	1.3121452	0.1861521	0.98524404	4.1328034
KW1-S21__k141_7803735	0.48766157	1.1985899	0.51762635	0.5757932	0.4905993	0.5546416	2.2150412
KW1-S08__k141_8790263	14.272585	17.45702	30.925621	31.988838	16.64177	32.085438	29.074274
KW1-S15__k141_4134182	1.1868275	1.5493968	1.5425497	1.9171829	2.5973263	2.2122595	2.005869
A5-S04__k141_4756352	7.416669	8.127431	7.774031	13.702286	12.081822	14.995356	14.3439
A5-S04__k141_1944837	1.505361	3.1143675	1.0586133	0.59256613	2.0450323	0.8699071	1.7062187
A5-S04__k141_9687777	14.538293	28.370897	25.75383	22.734137	19.736324	20.949673	25.931072
KW1-S08__k141_8533093	0.26720184	0	0	1.891055	0.16055046	0.1880734	0.055045873
KW1-S05__k141_7667643	0.59574467	1.4765958	1.1489362	1.4646809	2.439149	2.8510637	1.4297873
KW1-S15__k141_8094442	0.34168378	0.8299795	0.35728952	0.9527721	1.0246407	2.561807	1.0221766
KW1-S08__k141_7981576	0.7296467	1.5023042	0.53763443	2.0768049	0.21505377	0.64132106	0.8095238
KW1-S08__k141_4027908	2.6959805	4.1625867	3.5902085	4.2091265	1.3541856	3.5116348	2.1130252
A5-S04__k141_4552765	0.775641	1.6108974	0.42307693	1.2564102	3.5852563	2.420513	1.777564
KW1-S08__k141_3180972	3.4932065	9.829993	5.6732335	12.5587635	8.329314	12.182235	9.288214
KW1-S08__k141_3405437	1.510574	2.2675874	2.8735433	3.5990505	1.7488132	2.8713853	3.0099266
KW1-S21__k141_1000376	0.3322325	0.846103	0.4075297	0.6406869	0.7628798	0.80515194	1.1955086
A5-S03__k141_8378467	4.9952774	2.081464	3.0324676	5.4510036	2.4008265	5.304014	5.0153484
A5-S03__k141_7774980	3.2713616	0.657277	1.3802817	0.657277	0.9680751	0.30140844	0.6460094
KW1-S08__k141_9693431	1.7250509	0.9964358	0.57026476	2.8966396	0.6598778	1.1247454	0.75203663
A5-S04__k141_791329	0.57789713	3.362241	0.32233307	2.5518036	0.61857253	0.75211054	0.41135842
KW1-S05__k141_216364	10.893117	21.297626	18.816772	16.288937	12.178999	11.459008	14.645995
KW1-S08__k141_3177719	0.26217228	0.829588	0.34082398	2.8080525	0.35861424	0.6863296	0.3829588
KW1-S21__k141_3711988	0.21119253	0.27981347	0.47568288	0.27981347	0.79413724	0.73484343	1.2991339
KW1-S11__k141_8565701	7.6416388	10.072908	9.694196	12.599805	11.307023	15.725532	13.875335
A5-S04__k141_441995	0.54435486	3.657258	1.3790323	0.5645161	0.9408602	1.0275538	0.9354839
KW1-S15__k141_3065454	2.7729642	3.659772	3.0029316	2.828013	3.2675896	4.8517914	4.6496744
KW1-S21__k141_4009201	0.10211524	0.19474836	0.1473377	0.40846097	0.30634573	0.49161196	0.96644783
A5-S04__k141_551924	2.2097993	2.914173	1.684972	2.5780993	2.4630055	2.9575799	3.1765866
A5-S03__k141_7716780	2.6125479	2.2041428	2.1609194	1.557591	2.564775	2.8821838	2.6555316
KW1-S15__k141_9778830	0.7112015	1.1389236	1.1345432	1.8385482	1.3685857	2.8789113	1.0156446
KW1-S08__k141_11502276	1.3237312	1.9903978	2.3010974	2.7414267	1.1522634	1.6982167	3.0727024
KW1-S11__k141_5547495	0.5474096	1.548387	1.0948192	1.6422287	3.3352883	2.4643207	1.368524
KW1-S05__k141_4113172	0.49167657	0.57372177	1.4500594	0.49940547	0.30321047	0.33293697	0.16646849
A5-S04__k141_8253996	0.6615245	1.3321234	1.7867514	0.20054446	0.938294	0.85299456	0.7459165
KW1-S08__k141_1868773	3.267953	3.2719648	3.877603	7.954265	5.058317	3.771764	4.999453
KW1-S11__k141_141269	0.9347686	1.7602828	1.3329049	1.5401671	2.9964652	2.345437	3.0909383
KW1-S21__k141_3788359	0.3875124	0.35877106	0.41625372	1.8493558	1.0891973	1.1575818	2.2061448
A5-S03__k141_8095664	19.896353	25.88072	22.836002	40.41165	30.483467	24.479109	26.778019
KW1-S15__k141_561370	9.902677	16.343065	18.271694	14.539335	5.3041363	12.83455	12.735604
KW1-S05__k141_2134747	2.0527859	2.0478983	2.6617792	0.95796674	0.884653	1.6383187	1.5796677
KW1-S08__k141_5169858	12.789466	25.968107	23.645508	32.979687	25.723509	35.366226	32.984234
KW1-S21__k141_173771	0.31299436	1.319774	1.5694915	2.379661	2.1502824	2.3502824	3.0485876
A5-S03__k141_5078249	14.667244	20.360485	21.953783	20.360485	8.30387	11.515886	16.852108
KW1-S15__k141_1370753	2.0054111	2.0270553	3.0630128	3.690173	2.4388201	4.0719147	2.887415
KW1-S11__k141_4051946	1.864394	2.7530303	1.8037878	1.160606	2.5325758	2.0287879	1.7575758
KW1-S15__k141_4262189	0.75568455	1.6874697	0.6773101	1.4131591	0.9661345	2.7576199	1.8243831
KW1-S08__k141_5934469	18.228865	15.329025	17.240171	17.807217	14.319871	23.052773	18.501347
A5-S03__k141_365988	2.8498294	3.0204778	1.5201365	2.4709897	1.0266211	1.650512	1.7255973
KW1-S05__k141_6612718	0.9019327	2.2397995	3.226915	2.6972084	2.8976378	3.6964924	3.4817467
A5-S03__k141_1581863	2.4504774	2.930191	2.0047734	2.3341289	2.2756562	1.8854415	3.290573
KW1-S05__k141_3171128	2.0412436	1.6878172	2.1167512	6.06599	4.7944164	5.114213	3.7201777
KW1-S11__k141_1791980	6.876721	7.848761	8.30841	9.135988	8.947786	11.246982	6.799407
KW1-S15__k141_6842531	1.6241299	1.2993039	1.4617169	2.1032484	1.562645	4.040603	2.8863108
A5-S04__k141_3984609	0.40232858	1.436395	0.62785685	0.3622251	0.2393273	0.59637773	0.6903838
KW1-S15__k141_7050373	2.9508631	5.254316	3.9023905	4.0869856	3.8950863	5.729748	3.5856574
KW1-S15__k141_4973908	12.618327	10.759635	9.085926	8.474736	5.5777903	10.037396	9.823865
KW1-S21__k141_537516	0.4046832	0.7768595	0.47272727	1.561157	0.2399449	0.6820937	5.9225893
KW1-S08__k141_5239096	0.80841124	0.4906542	0.6542056	1.4626168	0.4906542	0.9661215	0.9813084
KW1-S11__k141_1789224	1.1174839	0.91026825	1.0360777	1.0046253	2.8381128	1.6716003	2.1480112
KW1-S15__k141_6040793	8.756632	7.3491516	10.16263	18.062613	12.161311	14.983687	13.546878
KW1-S11__k141_8730098	2.6210363	4.727765	3.4408352	5.921887	4.295437	3.925754	4.4091263
KW1-S15__k141_4511623	0.6003511	0.8080749	1.4066706	1.6875366	1.3224108	3.3861907	0.96840256
KW1-S15__k141_10666210	1.2534297	1.0108303	0.80866426	1.0281589	0.40433213	2.0823104	0.40433213
A5-S04__k141_5138990	1.3855165	3.371672	1.2225772	2.0820022	1.4483494	2.4643238	2.0990415
KW1-S11__k141_2152539	2.0152335	1.3759214	1.0501229	3.3567567	4.446683	1.8452089	3.095823
KW1-S08__k141_6969025	2.6273458	5.1487937	3.0563002	2.9226987	3.5732796	5.1050043	3.399464
KW1-S05__k141_226998	1.1143271	1.6382055	1.605644	1.0723588	1.0130246	1.158466	0.7894356
KW1-S15__k141_5357442	0.24521118	0.44675788	0.4113028	3.542891	2.809637	6.389173	1.8147532
KW1-S08__k141_7182340	0	0.16259399	0.13157895	1.4605263	0.34210527	0.6033835	0.31015038
KW1-S08__k141_1982502	0.14246197	0	0	1.8326417	0.09681881	0.9156293	0.09681881
KW1-S11__k141_5656998	6.143695	8.800196	8.621897	12.492473	11.249658	11.134702	11.612513
KW1-S15__k141_6573711	0.07224335	0.06717364	0	0.53231937	0.53231937	1.6032953	0.28770596
KW1-S21__k141_8792262	0.3943662	0.26291078	0.6225352	0.26291078	0	1.1192489	1.5051643
KW1-S05__k141_9057948	1.9391892	3.8783784	3.1925676	3.1722972	1.7556306	3.5090091	3.6475224
KW1-S11__k141_1399912	1.724524	0.47032475	1.0526316	1.3381859	2.1646137	0.7536394	0.7693169
KW1-S21__k141_2938270	1.3594433	0.612326	1.447316	0.82902586	1.0998012	1.8194832	2.6894631
A5-S04__k141_7051259	1.9782609	2.2043478	2.5869565	2.5108695	0.76086956	0.9130435	1.2934783
KW1-S15__k141_4258657	0.5432479	1.045983	1.2042735	1.1905982	0.24307692	3.8355556	1.4078633
KW1-S05__k141_634890	1.6403455	1.5508945	2.9019125	0.6045651	0.8636644	1.292412	1.554596
KW1-S08__k141_2305405	2.7701166	3.225599	4.014058	4.2241263	2.1800776	4.7956886	3.9175258
KW1-S21__k141_3113178	6.004055	6.5305758	6.335118	6.440714	2.7211678	5.693755	6.38086
KW1-S05__k141_178847	3.2819567	3.8278728	4.899554	6.243347	5.3614826	7.0023074	5.820643
A5-S03__k141_200137	0.83944035	0.6528981	0.278481	0.278481	0	0.55962694	0.8307795
KW1-S15__k141_4639059	0.31692132	0.46434635	0.5141483	0.6658178	0.91199774	1.9934918	0.5913978
KW1-S08__k141_4831724	0.39130434	0.8647343	0.52495974	2.7697263	1.0716586	1.2850242	1.2020934
A5-S04__k141_1175141	4.217659	10.959389	9.595483	8.046543	6.779831	10.343828	9.448779
A5-S04__k141_2253062	0.82033896	3.9589453	1.7928437	1.3446327	1.1065913	1.0271187	1.1073446
KW1-S08__k141_7841444	1.179444	1.414069	1.2725358	1.7375737	1.2973883	1.8605728	2.2097726
A5-S04__k141_4650037	0.9395973	3.124161	1.3154362	2.324161	1.4979866	2.6664429	1.8630873
A5-S03__k141_6899994	8.8360815	12.726024	11.332097	19.36095	19.884033	16.624073	18.718054
KW1-S08__k141_10899789	1.0886197	1.3901817	0.61619383	1.4558495	1.2811604	0.6139624	1.5100415
KW1-S05__k141_1265638	2.4802313	3.360439	4.333058	7.27086	5.1112947	4.747787	5.533695
KW1-S11__k141_6697326	1.3216636	2.0694196	0.86924	2.2220228	3.9129264	4.692699	4.1304607
KW1-S21__k141_4410828	0.78466386	0.14705883	0.29411766	1.1943277	0.29411766	0.14705883	1.2783613
KW1-S05__k141_1095717	0.15695067	1.3273543	1.6580718	0.3071749	0	0	0.15695067
KW1-S05__k141_5869558	1.0393306	0.23430963	0.9297071	1.288703	1.167364	1.1062762	0.58577406
KW1-S08__k141_4604146	0.3256917	0.5533597	0.55098814	2.3217392	0.5533597	0.44268775	0.9375494
KW1-S08__k141_2465858	0.9519667	1.2537822	1.0060514	5.02118	2.806354	3.3207262	3.43646
KW1-S05__k141_6401602	0	0.11555076	1.1965443	0	0.30237582	0	0
KW1-S15__k141_2246017	0.61924344	0.52138156	0.42269737	0.7878289	0.6200658	1.1241776	0.36759868
A5-S04__k141_583990	0.34146342	1.4458537	0.2292683	0.97073174	0.73365855	0.34146342	0.69756097
KW1-S21__k141_5731481	2.6035564	2.0266736	2.834205	4.5763597	5.5156903	4.5156903	6.372385
KW1-S15__k141_537981	0.70883757	1.5100766	0.8317432	1.050579	0.55012155	16.003738	2.070157
KW1-S21__k141_901412	2.0091658	3.9084332	2.25652	6.421473	4.124461	5.5305576	6.151687
KW1-S05__k141_2847346	3.8734307	7.079204	6.769058	5.60131	4.6773605	6.090545	6.7110195
KW1-S21__k141_4870522	4.1183004	4.2893953	4.0754695	6.344251	5.129409	6.59093	7.1527715
KW1-S05__k141_1901383	13	28.361885	34.02855	26.524626	21.25696	28.333334	30.350464
KW1-S21__k141_674744	2.8703957	3.748522	2.7728512	2.1598454	1.9231468	3.2546613	3.868804
KW1-S11__k141_3625796	3.6452131	4.2720804	3.8162405	5.602506	6.704561	5.574737	4.916692
A5-S04__k141_7888562	1.2265332	2.8877764	1.0496454	0.89236546	0.73174804	0.97288275	1.4831039
A5-S04__k141_5245522	6.558427	14.17191	12.207865	17.45618	10.340449	14.748315	17.187641
KW1-S08__k141_11510943	3.3217492	1.6382855	3.0579207	2.938604	1.1306111	1.0654503	1.159861
A5-S04__k141_1966451	1.803367	5.6107745	2.6599326	3.7710438	2.8983164	6.156229	2.8424242
KW1-S15__k141_4948785	0.69496024	0.9840849	0.8045977	4.292661	0.34217507	3.8072503	0.8435013
KW1-S08__k141_9744765	5.659552	6.0898905	4.401667	12.51922	14.950037	10.819369	8.103324
KW1-S05__k141_394631	1.9314151	0.9333859	3.4087505	1.0484824	0.12692156	0.95585334	1.180134
A5-S03__k141_2467970	2.2840466	0.8171206	0.13618676	1.2509727	0.47081712	0.13618676	0.4319066
KW1-S15__k141_7289133	0	0.60115606	0.25681254	0.867052	1.5978531	4.003303	0.8241123
A5-S04__k141_7953999	1.8522496	2.6089985	1.2597969	1.822061	1.5849056	2.2844703	1.8908563
KW1-S15__k141_6143827	0.63800687	3.211529	2.0664387	2.5876894	0.95407915	2.8265755	2.9931607
A5-S03__k141_473875	1.5108628	0.43451273	1.3035382	2.222843	1.2166356	2.2290504	2.0856612
KW1-S05__k141_4859433	0.72210526	0.7273684	1.1294737	0.8452632	0.44105265	0.61368424	0.86210525
KW1-S11__k141_4987875	3.436696	4.8180814	4.27545	8.014608	5.3451858	5.588754	6.4500184
KW1-S15__k141_2328819	0.5882353	1.2030813	0.81442577	1.6435574	0.28991598	3.1981792	0.88235295
KW1-S21__k141_3414355	0.97038436	1.2073094	0.9023315	2.0523	2.2022684	1.6761185	3.030876
A5-S03__k141_6871700	17.036945	34.91414	30.85589	27.087841	17.290857	22.468708	24.047031
KW1-S05__k141_4038527	2.7865076	1.9189922	2.9344351	1.8060147	2.0807369	1.5117854	1.9439176
KW1-S05__k141_1274406	0	0.07052897	5.2058773	0	0	0	0
A5-S04__k141_5511246	0.67243034	1.1268011	0.9414025	0.9414025	0.92987514	1.4793468	0.4034582
KW1-S05__k141_565874	0.5363985	2.754023	2.567816	1.8965517	1.2498084	1.3279693	1.8750958
KW1-S21__k141_7497703	0.57953876	0.4967475	0.66233	1.4902425	0.331165	0.43287995	2.1732702
KW1-S21__k141_4294996	0.4863926	0.72958887	0.9727852	2.7811234	0.56745803	0.7753329	2.1974523
KW1-S08__k141_1644812	0.84255534	1.5523139	1.4245473	3.917002	1.0563381	1.2676057	1.9225352
KW1-S05__k141_1706088	4.2683086	4.318579	5.509251	4.006306	2.3813434	3.61824	4.4594564
KW1-S08__k141_6160570	0.15340585	0.3829422	0.19576417	1.5529479	0.24041213	0.5352032	0.336577
A5-S04__k141_8564680	4.994203	4.6369567	11.689855	6.0456524	2.0804348	7.834058	7.3724637
KW1-S08__k141_7690103	1.8574597	0.8203991	1.6433322	2.7652836	2.4591384	2.1686728	2.0503643
KW1-S08__k141_5379600	6.2566113	5.5093045	10.994123	18.734573	8.523996	14.163565	15.679726
A5-S03__k141_2895899	3.7979898	2.6130652	3.8703518	6.839196	6.3437185	7.3849244	8.168844
A5-S04__k141_6521742	1.2249786	2.7459366	1.8537211	1.0205303	2.4944396	1.9118905	1.295124
KW1-S21__k141_238304	1.7044058	4.2930326	2.928791	2.9395492	3.7735655	3.206455	3.8186476
KW1-S21__k141_7869375	0.30508474	0.45536724	0.12429378	0	0.15819208	0.5977401	1.7954803
A5-S03__k141_7183201	2.5917988	0.43243244	0.6160298	2.83411	0.8173346	2.194781	1.6011183
KW1-S21__k141_4628374	1.9837316	1.4435647	1.4224014	4.0287933	5.228333	3.397063	4.474518
KW1-S05__k141_5525581	4.4970984	6.3539653	6.524178	5.0599613	7.7166343	5.4158607	5.9545455
KW1-S08__k141_9233064	0.3617571	0.1205857	0.34711456	1.7829458	0.5994832	1.6046512	0.6287683
KW1-S08__k141_5601719	6.6791563	6.473178	7.953419	21.769299	9.350788	5.893172	5.7878275
KW1-S15__k141_5047217	22.760523	36.19114	36.085022	49.523983	40.590374	43.363754	44.846123
